Number,Ticker,Current Close,Technical Indicator,Note
2,CABO,633.84,,Relative Stregnth Index:  82 -  Stochastic Oscillator:  81 -- stock is down -1% for the day
1,CAE,14.20,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.99% - moving average convergence divergence  -- stock is down -2% for the day
2,CAE,14.20,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  25 -- stock is down -2% for the day
1,CAF,18.01,,Relative Stregnth Index:  79 -  Stochastic Oscillator:  83 -- stock is down -1% the last 3 months
2,CAF,18.01,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.28% - moving average convergence divergence  -- stock is down -1% the last 3 months
1,CAKE,60.48,,Relative Stregnth Index:  66 -  Stochastic Oscillator:  52 -- stock is down -1% the last month
2,CAKE,60.48,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.85% - moving average convergence divergence  -- stock is down -1% the last month
1,CALI,3.68,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -9% the last month
2,CALI,3.68,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  17 -- stock is down -9% the last month
1,CALX,7.05,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -9% the last month
2,CALX,7.05,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  25 -- stock is down -9% the last month
1,CAPN,0.84,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence within 0.00% -- stock is down -7% the last week
2,CAPN,0.84,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  80 -- stock is down -7% the last week
1,CBIO,0.57,,Relative Stregnth Index:  36 -  Stochastic Oscillator:  5 -- stock is down -7% for the day
2,CBIO,0.57,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% for the day
1,CBPX,23.60,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  46 -- stock is down -1% for the day
2,CBPX,23.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.44% - moving average convergence divergence  -- stock is down -1% for the day
1,CBR,0.49,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% for the day
2,CBR,0.49,,Relative Stregnth Index:  24 -  Stochastic Oscillator:  50 -- stock is down -6% for the day
1,CDNA,2.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last month
2,CDNA,2.50,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  38 -- stock is down -7% the last month
1,CEE,21.33,,Relative Stregnth Index:  67 -  Stochastic Oscillator:  38 -- stock is down -1% for the day
2,CEE,21.33,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,CEMB,50.34,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  54 -- stock is down -1% the last 3 months
2,CEMB,50.34,Simple Average,50 / 200 day cross within 0.86% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last 3 months
1,CERC,0.86,,Relative Stregnth Index:  24 -  Stochastic Oscillator:  5 -- stock is down -78% the last 3 months
2,CERC,0.86,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -78% the last 3 months
1,CFFI,44.25,,Relative Stregnth Index:  36 -  Stochastic Oscillator:  4 -- stock is down -4% for the day
2,CFFI,44.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% for the day
1,CGA,1.31,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  38 -- stock is down -3% the last 3 months
2,CGA,1.31,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence within 0.00% -- stock is down -3% the last 3 months
1,CGEN,4.60,,Relative Stregnth Index:  23 -  Stochastic Oscillator:  12 -- stock is down -3% for the day
2,CGEN,4.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% for the day
1,CGO,11.13,Simple Average,50 / 200 day cross within 0.28% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
2,CGO,11.13,,Relative Stregnth Index:  74 -  Stochastic Oscillator:  75 -- stock is down -1% the last month
1,CHAU,19.05,,Relative Stregnth Index:  73 -  Stochastic Oscillator:  96 -- stock is down 0% the last 3 months
2,CHAU,19.05,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.65% - moving average convergence divergence  -- stock is down 0% the last 3 months
1,CHIX,13.38,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  63 -- stock is down -5% the last 3 months
2,CHIX,13.38,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.60% - moving average convergence divergence  -- stock is down -5% the last 3 months
1,CHRW,76.51,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.54% - moving average convergence divergence  -- stock is down 0% the last month
2,CHRW,76.51,,Relative Stregnth Index:  70 -  Stochastic Oscillator:  66 -- stock is down 0% the last month
1,CHUY,29.50,,Relative Stregnth Index:  30 -  Stochastic Oscillator:  10 -- stock is down 0% the last week
2,CHUY,29.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down 0% the last week
1,CIB,37.78,Simple Average,50 / 200 day cross within 0.55% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last 3 months
2,CIB,37.78,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  59 -- stock is down -3% the last 3 months
1,CID,32.09,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  68 -- stock is down -1% for the day
2,CID,32.09,Simple Average,50 / 200 day cross within 0.35% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,CII,13.92,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  48 -- stock is down -1% for the day
2,CII,13.92,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,CJJD,1.80,,Relative Stregnth Index:  49 -  Stochastic Oscillator:  29 -- stock is down -4% the last week
2,CJJD,1.80,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% the last week
1,CLCT,20.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.68% - moving average convergence divergence  -- stock is down -5% the last month
2,CLCT,20.55,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  41 -- stock is down -5% the last month
1,CLDT,20.38,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  97 -- stock is down -4% for the day
2,CLDT,20.38,Simple Average,50 / 200 day cross within 0.29% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -4% for the day
1,CLNT,0.72,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -7% for the day
2,CLNT,0.72,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  32 -- stock is down -7% for the day
1,CME,120.44,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.01% - moving average convergence divergence  -- stock is down -1% the last month
2,CME,120.44,,Relative Stregnth Index:  64 -  Stochastic Oscillator:  70 -- stock is down -1% the last month
1,CMLS,1.01,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -47% the last 3 months
2,CMLS,1.01,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  21 -- stock is down -47% the last 3 months
1,CMRX,5.12,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  93 -- stock is down -7% the last week
2,CMRX,5.12,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last week
1,CMS,42.04,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  82 -- stock is down 0% the last month
2,CMS,42.04,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last month
1,CNCO,8.82,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  66 -- stock is down -10% the last 3 months
2,CNCO,8.82,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.23% - moving average convergence divergence  -- stock is down -10% the last 3 months
1,CNET,1.24,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.90% - moving average convergence divergence  -- stock is down -20% the last 3 months
2,CNET,1.24,,Relative Stregnth Index:  75 -  Stochastic Oscillator:  50 -- stock is down -20% the last 3 months
1,CNIT,0.83,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -5% the last 3 months
2,CNIT,0.83,,Relative Stregnth Index:  73 -  Stochastic Oscillator:  90 -- stock is down -5% the last 3 months
1,CNOB,25.30,,Relative Stregnth Index:  49 -  Stochastic Oscillator:  23 -- stock is down -2% for the day
2,CNOB,25.30,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.12% - moving average convergence divergence  -- stock is down -2% for the day
1,CNXC,19.55,,Relative Stregnth Index:  82 -  Stochastic Oscillator:  25 -- stock is down -1% the last month
2,CNXC,19.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.55% - moving average convergence divergence  -- stock is down -1% the last month
1,CNXR,1.79,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  88 -- stock is down -9% the last week
2,CNXR,1.79,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -9% the last week
1,CNY,40.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.52% - moving average convergence divergence  -- stock is down 0% for the day
2,CNY,40.50,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  98 -- stock is down 0% for the day
1,COBO,101.29,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.64% - moving average convergence divergence  -- stock is down -1% the last 3 months
2,COBO,101.29,,Relative Stregnth Index:  54 -  Stochastic Oscillator: -- stock is down -1% the last 3 months
1,COR,86.08,,Relative Stregnth Index:  72 -  Stochastic Oscillator:  94 -- stock is down -1% for the day
2,COR,86.08,Simple Average,50 / 200 day cross within 0.66% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,COW,21.94,Simple Average,50 / 200 day cross within 0.65% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last month
2,COW,21.94,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  67 -- stock is down -3% the last month
1,COYN,0.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross within 0.99% of 10 day SMA; 10 day pointing up - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -6% the last week
2,COYN,0.50,,Relative Stregnth Index:  17 -  Stochastic Oscillator:  0 -- stock is down -6% the last week
1,CPF,31.25,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  19 -- stock is down -5% for the day
2,CPF,31.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.46% - moving average convergence divergence  -- stock is down -5% for the day
1,CQP,30.40,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  38 -- stock is down -1% for the day
2,CQP,30.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,CR,73.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.90% - moving average convergence divergence  -- stock is down -1% for the day
2,CR,73.90,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  21 -- stock is down -1% for the day
1,CRVP,0.84,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  60 -- stock is down -1% the last 3 months
2,CRVP,0.84,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -1% the last 3 months
1,CST,48.15,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last month
2,CST,48.15,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  95 -- stock is down 0% the last month
1,CSTE,29.95,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.17% - moving average convergence divergence  -- stock is down -2% the last month
2,CSTE,29.95,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  30 -- stock is down -2% the last month
1,CTMX,11.33,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  76 -- stock is down -3% for the day
2,CTMX,11.33,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -3% for the day
1,CUB,47.35,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.04% - moving average convergence divergence  -- stock is down -4% for the day
2,CUB,47.35,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  42 -- stock is down -4% for the day
1,CUBA,6.73,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.30% - moving average convergence divergence  -- stock is down -1% for the day
2,CUBA,6.73,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  78 -- stock is down -1% for the day
1,CVA,15.80,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  26 -- stock is down -1% the last month
2,CVA,15.80,Simple Average,50 / 200 day cross within 0.59% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
1,CVCO,97.65,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  22 -- stock is down -3% for the day
